 unique id,image,brand,category,collection,code,finishing,size,quantity,detail,currency in euro,retail price in euro,rate,currency,retail price,discount,nett price,location,status,arriving ETA,booking,booking expired,mix category
111,Pianca-Calatea ottoman_lord 87 & velvet 11.jpg,PIANCA,Armchair,Calatea,D9CA070/P.RB,"Lord Leather 87, Fabric Velvet 11 - Cat. P ",640 x 530 x 440 mm,1,"Ottoman only, sold seperately with armchair",€,"2,470","19,000",Rp,"46,930,000",,,Showroom Display,,,,,Loose Furnitures
112,Pianca-Embrace bed_leather vintage 31.jpg,PIANCA,Bed,Embrace,WEMR37N/PY,Vintage Leather 31,2060 x 2300 x 942 mm,1,for mattres 180 x 200,€,"8,806","19,000",Rp,"167,314,000",20%+20%,"107,080,960",Showroom Display,,,,,Loose Furnitures
113,Pianca-Abaco coffee table 60cm_top & structure in titanio.jpg,PIANCA,Coffee Table,Abaco,T0A6A/THTH,"Top in Matt Titanio Metal, Structure in Matt Titanio Metal ",D 600 x 450 mm,1,-,€,"2,208","19,000",Rp,"41,952,000",,,Showroom Display,,,,,Loose Furnitures
114,Pianca-Abaco coffee table 90cm_top marble carrara & structure in titanio.jpg,PIANCA,Coffee Table,Abaco,T0A90/TH9W,"Top in Gioia Di Carrara Glossy Marble, Structure in Matt Titanio Metal",D 900 x 180 mm,1,-,€,"2,564","19,000",Rp,"48,716,000",,,Showroom Display,,,,,Loose Furnitures
115,Pianca-Abaco coffee table 76cm_top hermes hard leather & structure in titanio.jpg,PIANCA,Coffee Table,Abaco,T0A7B/THD0,"Top in Hermes Hard Leather, Structure in Matt Titanio Metal ",D 760 x 300 mm,1,-,€,"2,032","19,000",Rp,"38,608,000",,,Showroom Display,,,,,Loose Furnitures
116,Pianca-Scacco high coffee table 43cm_top linoleum nebbia & structure frassino nero.jpg,PIANCA,Coffee Table,Scacco,249904/P5JE,"Top in Linoleum Nebbia, Structure in Frassino Nero Wood",D 430 x 450 mm,2,High Coffee Table,€,"3,092","19,000",Rp,"58,748,000",,,Showroom Display,,,,,Loose Furnitures
117,Pianca-Scacco coffee table 63cm_top linoleum chequerboard & structure frassino nero.jpg,PIANCA,Coffee Table,Scacco,249907/P5JE,"Top in Linoleum Nebbia W/ Chequerboard Pattern, Structure in Frassino Nero Wood",D 630 x 450 mm,1,High Coffee Table,€,"3,890","19,000",Rp,"73,910,000",,,Showroom Display,,,,,Loose Furnitures
118,Pianca contralto low.jpeg,PIANCA,Coffee Table,Contralto,35LTB/9G9NRBVD,"Wood Borgogna, Matt Onice",D. 380 x 450 mm,1,Low Coffee Table,€,"1,900","19,000",Rp,"36,100,000",,,Showroom Display,,,,,Loose Furnitures
119,Pianca-Fushimi coffee table_fior di pesco & borgogna.jpg,PIANCA,Coffee Table,Fushimi,T0K72/9SRB,"Fior di Pesco Marble Glossy, Structure: Wood Borgogna",1200 x 750 x 420 mm,1,-,€,"4,844","19,000",Rp,"92,036,000",,,Showroom Display,,,,,Loose Furnitures
120,"Pianca-Orchestra with armrest_jazz 11, borgogna.jpg",PIANCA,Dining Chair,Orchestra,01148/RBJZ11,"Fabric Jazz 1 - Cat H, Legs in Wood Rovere Borgogna",570 x 550 x 810 mm,,with armrest,€,"2,354","19,000",Rp,"44,726,000",,,Lenore Display,,,,,Loose Furnitures
121,"Pianca-Ettore round table with lazy susan_fior di pesco, high gloss ecru, glossy titanio.jpg",PIANCA,Dining Table,Ettore,TOR140/9T5K9T,"Top Finish Fior Di Pesco Matt Mable, Lazy Suzan Fior Di Pesco Matt Marble, Pedestal High Gloss Ecru, Base Glossy Titanio",D. 1400 x 740 mm,1,with lazy susan,€,"14,892","19,000",Rp,"282,948,000",20%+20%,"181,086,720",Showroom Display,,,,,Loose Furnitures
122,Pianca-Cubo_jazz 30.jpg,PIANCA,Ottoman,Cubo,D9CU845/H.PN,Fabric Jazz 30 - Cat. H,450 x 450 x 430 mm,1,-,€,972,"19,000",Rp,"18,468,000",,,Showroom Display,,,,,Loose Furnitures
123,"Pianca-Cornice sideboard 2100 H 700_borgogna, cashmere, synthetic leather creta.jpg",PIANCA,Sideboard,Cornice,,"Top Finish Synthetic Leather Creta, Back Finish Wood Borgogna, Interior Finish Matt Cashmere, Door Finish Wood Borgogna, Shelf Finish Tramsparemt Glass",2100 x 450 x 700 mm,1,-,€,"8,742","19,000",Rp,"166,098,000",,,Showroom Display,,,,,Loose Furnitures
124,Pianca-delano sofa.jpg,PIANCA,Sofa ,Delano Up,D9DP992/H,"Fabric Mimosa 05 - Cat. A, Triangular Corner Ottoman in Leather Polo 14 - Cat. H",4830 x 990 x 720 mm,1,Structure in removable fabric/leather,€,"17,822","19,000",Rp,"338,618,000",20%+20%,"216,715,520",WH Pintu Air,,,,,Loose Furnitures
125,Pianca-Peonia Sofa.jpeg,PIANCA,Sofa ,Peonia,D9PE291S/C.KO,"Fabric Malva 09 - Cat. C, Base Metal Matt Black",2898 x 1465 x 801 mm,1,Structure in non removable fabric,€,"11,648","19,000",Rp,"221,312,000",,,Showroom Display,,,,,Loose Furnitures
126,"Pianca-Chloe vanity with mirror_matt ecru, doge 22, ottone anticato.jpg",PIANCA,Vanity,Chloe,2U39FX/PH5D,"Top Finish Matt Ecru, Structure Leather Doge 22, Mirror Matt Ottone Anticato",1170 x 550 x 915 mm,1,-,€,"7,284","19,000",Rp,"138,396,000",20%+20%,"88,573,440",Showroom Display,,,,,Loose Furnitures
127,Pianca-Anteprima & island up.jpg,PIANCA,Wardrobe,Anteprima & Island Up,,,"Anteprima W 3850 x D 1965 x H 2897 mm, Island Up W 1437.5 x D 574 x H 950 mm
W 1437.5 x D 574 x H 950 mm",1,-,€,"37,112","19,000",Rp,"705,128,000",,,Showroom Display,,,,,
128,Oltre Miror 35HDD.jpeg,PIANCA,,Oltre Miror 35HDD,,"Mirror in Argento, Bronzo & Piombo",W 1200 x H 2300 x D 59mm,1,-,€,"2,894","19,000",Rp,"54,986,000",,,WH Pintu Air,,,,,
129,Slamp Hugo Floor.jpeg,SLAMP,Floor Lamps,Hugo,HUGFM00PRS00000000EU,"Integrated LED, with integrated Dimmer, soft touch, dimming system, Lentiflex, Prisma",D. 9/32  x H. 207 cm,3,"40W - 7.000 lmn, 3000K, CRI >90
Integrated LED with integrated Dimmer, soft touch dimming system",€,"2,700","19,000",Rp,"51,300,000",,,Showroom Display,,,,,Lamps
130,Slamp Modula Floor Twisted Black-Crystal.jpg,SLAMP,Floor Lamps,Modula Floor Twisted,MODFM00PRB000TW000EU,"Lentiflex, ABS, Crystal-Black",D. 10/30  x H. 194 cm ,1,"Integrated LED, with integrated Dimmer",€,"1,600","19,000",Rp,"30,400,000",,,Showroom Display,,,,,Lamps
131,Slamp Modula Floor Twisted Black-Plisse.jpg,SLAMP,Floor Lamps,Modula Floor Twisted,MODFM00PRB000TW000EU,"Lentiflex, ABS, Plisse-Black",D. 10/30  x H. 194 cm,1,"Integrated LED, with integrated Dimmer",€,"1,600","19,000",Rp,"30,400,000",,,Showroom Display,,,,,Lamps
